Numurs,stils,dizains,Jauns,Apkārtne,Mēbeles,Santehnika,Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Iekļautas brokastis,Iekļauts SPA,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,baseins,restorāns,apkalpošana numura,brokastis,bārs
2530,0,0,0,0,0,0,2021,9.5,9.1,0,4,69,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
2531,0,0,0,0,0,0,2021,9.5,9.1,0,1,57,55,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
2532,0,0,0,0,0,0,2023,9.3,8.9,0,2,65,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2533,0,0,0,0,0,0,2023,9.3,8.9,0,4,80,22,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2534,0,0,0,0,0,0,2023,9.3,8.9,0,2,100,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2535,0,0,0,0,0,0,2023,9.3,8.9,0,4,130,64,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2536,0,0,0,0,0,0,2023,9.3,8.9,0,6,108,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2537,0,0,0,0,0,0,2023,9.3,8.9,0,8,120,25,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2538,0,0,0,0,0,0,2023,10,8.8,1,2,83,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2539,0,0,0,0,0,0,2023,10,8.8,1,2,93,15,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2540,0,0,0,0,0,0,2018,9,9.3,1,2,164,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2541,0,0,0,0,0,0,2018,9,9.3,1,3,169,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2542,0,0,0,0,0,0,2018,9,9.3,1,4,179,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2543,0,0,0,0,0,0,2018,9,9.3,1,1,159,30,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2544,0,0,0,0,0,0,2017,9.5,9.9,0,2,60,29,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2545,0,0,0,0,0,0,2017,9.5,9.9,1,4,70,35,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2546,0,0,0,0,0,0,2017,9.5,9.9,1,4,80,55,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2547,0,0,0,0,0,0,2017,9.5,9.9,1,5,110,59,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2548,0,0,0,0,0,0,2017,8.7,9.6,2,2,48,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2549,0,0,0,0,0,0,2017,8.7,9.6,2,3,56,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2550,0,0,0,0,0,0,2017,8.7,9.6,2,4,64,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2551,0,0,0,0,0,0,2017,8.7,9.6,2,5,72,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2552,0,0,0,0,0,0,2017,8.7,9.6,2,6,80,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2553,0,0,0,0,0,0,2017,8.7,9.6,2,1,40,30,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,2022,8.7,9.2,2,2,50,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,0,2022,8.7,9.2,2,3,80,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2556,0,0,0,0,0,0,2022,8.7,9.2,2,4,100,58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,2017,8.5,9.3,1,2,71,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2558,0,0,0,0,0,0,2017,8.5,9.3,1,3,89,45,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2559,0,0,0,0,0,0,2023,8,8,2,4,71,130,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2560,0,0,0,0,0,0,2023,8,8,1,2,79,180,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
2561,0,0,0,0,0,0,2012,8,9.3,0,2,59,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
2562,0,0,0,0,0,0,2012,8,9.3,0,1,40,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
2563,0,0,0,0,0,0,2010,7.2,8.6,0,2,109,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2564,0,0,0,0,0,0,2010,7.2,8.6,0,2,109,18,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2565,0,0,0,0,0,0,2010,7.2,8.6,0,2,124,45,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2566,0,0,0,0,0,0,2010,7.2,8.6,0,2,133,20,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2567,0,0,0,0,0,0,2010,7.2,8.6,0,2,165,40,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2568,0,0,0,0,0,0,2010,7.2,8.6,0,2,175,32,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2569,0,0,0,0,0,0,2022,9.8,9.8,1,2,154,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2570,0,0,0,0,0,0,2022,9.8,9.8,1,3,162,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2571,0,0,0,0,0,0,2022,9.8,9.8,1,4,171,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2572,0,0,0,0,0,0,2022,9.8,9.8,1,1,145,35,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2573,0,0,0,0,0,0,2020,8.1,8.7,1,2,60,30,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2574,0,0,0,0,0,0,2022,9.2,9.2,0,2,50,25,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2575,0,0,0,0,0,0,2022,9.4,8.5,1,2,51,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2576,0,0,0,0,0,0,2022,9.4,8.5,1,3,68,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2577,0,0,0,0,0,0,2022,9.4,8.5,1,4,78,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2578,0,0,0,0,0,0,2022,9.4,8.5,1,1,47,37,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2579,0,0,0,0,0,0,2023,9.6,8.3,1,2,45,34,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2580,0,0,0,0,0,0,2018,9.7,9.6,3,2,58,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2581,0,0,0,0,0,0,2018,9.7,9.6,3,3,88,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2582,0,0,0,0,0,0,2018,9.7,9.6,3,4,116,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2583,0,0,0,0,0,0,2018,9.7,9.6,3,5,143,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2584,0,0,0,0,0,0,2018,9.7,9.6,3,6,170,85,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2585,0,0,0,0,0,0,2021,9.5,9.7,1,2,66,51,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2586,0,0,0,0,0,0,2013,8.6,8.3,0,2,55,18,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
2587,0,0,0,0,0,0,2013,8.6,8.3,0,3,85,18,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
2588,0,0,0,0,0,0,2021,9.5,9.4,2,2,104,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,2021,9.5,9.4,2,3,110,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2590,0,0,0,0,0,0,2021,9.5,9.4,2,4,117,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2591,0,0,0,0,0,0,2021,9.5,9.4,2,5,123,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2592,0,0,0,0,0,0,2021,9.5,9.4,2,6,130,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2593,0,0,0,0,0,0,2021,9.5,9.4,2,1,97,70,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
2594,0,0,0,0,0,0,2019,9.1,9.7,3,8,219,120,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
2595,0,0,0,0,0,0,2021,9.7,9.4,1,2,47,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2596,0,0,0,0,0,0,2021,9.7,9.4,1,3,57,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2597,0,0,0,0,0,0,2021,9.7,9.4,1,4,62,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2598,0,0,0,0,0,0,2021,9.7,9.4,1,1,37,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2599,0,0,0,0,0,0,2017,9.5,9.6,0,2,60,20,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2600,0,0,0,0,0,0,2023,10,10,1,2,83,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2601,0,0,0,0,0,0,2023,10,10,1,3,88,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2602,0,0,0,0,0,0,2023,10,10,1,4,98,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2603,0,0,0,0,0,0,2023,10,10,1,1,78,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
2604,0,0,0,0,0,0,2019,8.6,9.6,1,4,40,40,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2605,0,0,0,0,0,0,2021,9.3,8.9,1,2,80,25,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2606,0,0,0,0,0,0,2015,9.5,9.7,4,8,200,120,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2607,0,0,0,0,0,0,2017,9,9.5,1,2,46,31,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
2608,0,0,0,0,0,0,2023,9,8.7,2,2,75,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2609,0,0,0,0,0,0,2023,9,8.7,2,3,85,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2610,0,0,0,0,0,0,2023,9,8.7,2,4,95,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2611,0,0,0,0,0,0,2023,9,8.7,2,5,110,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2612,0,0,0,0,0,0,2023,9,8.7,2,1,70,72,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2613,0,0,0,0,0,0,2012,8.8,9.3,1,2,50,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
2614,0,0,0,0,0,0,2012,8.8,9.3,1,6,100,25,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
2615,0,0,0,0,0,0,2021,9,9.2,1,2,80,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2616,0,0,0,0,0,0,2021,9.5,9.8,1,2,69,21,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2617,0,0,0,0,0,0,2021,9.5,9.8,2,4,95,52,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2618,0,0,0,0,0,0,2023,9,9.2,1,2,81,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2619,0,0,0,0,0,0,2023,9,9.2,1,2,90,27,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
2620,0,0,0,0,0,0,2021,9.5,9.6,1,2,34,30,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2621,0,0,0,0,0,0,2021,9.5,9.4,1,4,63,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
2622,0,0,0,0,0,0,2021,9.5,9.4,1,4,70,64,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
2623,0,0,0,0,0,0,2022,9.7,9.7,1,2,57,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2624,0,0,0,0,0,0,2022,9.7,9.7,1,3,60,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2625,0,0,0,0,0,0,2022,9.7,9.7,1,4,67,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2626,0,0,0,0,0,0,2022,9.7,9.7,1,1,53,57,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2627,0,0,0,0,0,0,2015,8.6,8.9,1,2,89,28,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
2628,0,0,0,0,0,0,2013,9.7,9.7,2,2,80,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2629,0,0,0,0,0,0,2013,9.7,9.7,2,4,100,153,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2630,0,0,0,0,0,0,2023,9.6,10,1,2,85,47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2631,0,0,0,0,0,0,2023,9.6,10,1,4,95,47,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2632,0,0,0,0,0,0,2019,8.6,9.3,1,2,39,16,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2633,0,0,0,0,0,0,2019,8.6,9.3,1,1,32,16,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
2634,0,0,0,0,0,0,2021,8.6,8.6,0,2,27,15,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2635,0,0,0,0,0,0,2023,9.6,9.6,1,2,77,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,2023,9.6,9.6,1,3,85,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2637,0,0,0,0,0,0,2023,9.6,9.6,1,4,97,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2638,0,0,0,0,0,0,2023,9.6,9.6,1,2,85,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2639,0,0,0,0,0,0,2023,9.6,9.6,1,3,93,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2640,0,0,0,0,0,0,2023,9.6,9.6,1,4,107,46,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2641,0,0,0,0,0,0,2019,8.5,8.8,1,2,95,44,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2642,0,0,0,0,0,0,2019,8.5,8.8,1,1,86,44,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2643,0,0,0,0,0,0,2019,8.5,8.8,1,4,122,42,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2644,0,0,0,0,0,0,2019,8.5,8.8,1,4,135,42,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
2645,0,0,0,0,0,0,2021,9.3,9.5,2,3,82,58,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2646,0,0,0,0,0,0,2020,9.5,8.9,1,2,45,35,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2647,0,0,0,0,0,0,2022,9.5,9.8,1,5,117,98,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2648,0,0,0,0,0,0,2022,9.5,9.8,1,7,130,98,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2649,0,0,0,0,0,0,2023,9,10,1,2,80,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2650,0,0,0,0,0,0,2023,9,10,1,4,140,24,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
2651,0,0,0,0,0,0,2019,8.6,9.5,1,2,66,19,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2652,0,0,0,0,0,0,2019,8.6,9.5,1,2,69,20,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2653,0,0,0,0,0,0,2019,8.6,9.5,1,2,73,27,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2654,0,0,0,0,0,0,2019,8.6,9.5,1,2,89,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2655,0,0,0,0,0,0,2019,8.6,9.5,1,3,97,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2656,0,0,0,0,0,0,2019,8.6,9.5,1,4,106,35,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2657,0,0,0,0,0,0,2020,9.9,9.4,1,2,72,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2658,0,0,0,0,0,0,2020,9.9,9.4,1,3,77,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2659,0,0,0,0,0,0,2020,9.9,9.4,1,4,81,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2660,0,0,0,0,0,0,2020,9.9,9.4,1,6,90,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2661,0,0,0,0,0,0,2020,9.9,9.4,1,1,68,70,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2662,0,0,0,0,0,0,2023,9,9.2,1,2,41,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2663,0,0,0,0,0,0,2023,9,9.2,1,3,45,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2664,0,0,0,0,0,0,2023,9,9.2,1,1,36,12,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2665,0,0,0,0,0,0,2022,8.8,8.3,1,2,122,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2666,0,0,0,0,0,0,2022,8.8,8.3,1,3,143,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2667,0,0,0,0,0,0,2022,8.8,8.3,1,4,135,100,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2668,0,0,0,0,0,0,2017,9.4,9.3,1,2,122,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2669,0,0,0,0,0,0,2017,9.4,9.3,1,3,128,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2670,0,0,0,0,0,0,2017,9.4,9.3,1,4,135,50,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2671,0,0,0,0,0,0,2013,8.4,8.7,0,2,67,15,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2672,0,0,0,0,0,0,2013,8.4,8.7,0,4,95,33,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2673,0,0,0,0,0,0,2016,9.7,9.8,0,2,65,12,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2674,0,0,0,0,0,0,2016,9.7,9.8,0,2,70,25,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2675,0,0,0,0,0,0,2016,9.7,9.8,1,2,80,38,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2676,0,0,0,0,0,0,2016,9.7,9.8,1,2,90,45,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2677,0,0,0,0,0,0,2016,9.1,9.9,1,2,56,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2678,0,0,0,0,0,0,2016,9.1,9.9,1,3,65,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2679,0,0,0,0,0,0,2016,9.1,9.9,1,4,72,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2680,0,0,0,0,0,0,2016,9.1,9.9,1,1,45,36,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
2681,0,0,0,0,0,0,2023,9.4,9.7,1,2,50,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2682,0,0,0,0,0,0,2023,9.4,9.7,1,1,40,25,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2683,0,0,0,0,0,0,2023,9.5,9.3,2,4,155,37,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2684,0,0,0,0,0,0,2023,9.7,10,4,2,389,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2685,0,0,0,0,0,0,2023,9.7,10,4,4,437,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2686,0,0,0,0,0,0,2023,9.7,10,4,8,486,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2687,0,0,0,0,0,0,2023,9.7,10,4,9,540,350,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
2688,0,0,0,0,0,0,2023,9.5,9.5,1,2,67,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2689,0,0,0,0,0,0,2023,9.5,9.5,1,3,76,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2690,0,0,0,0,0,0,2023,9.5,9.5,1,4,85,51,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2691,0,0,0,0,0,0,2021,9.1,8.9,1,2,81,48,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
2692,0,0,0,0,0,0,2021,9.1,8.9,1,2,90,48,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0
2693,0,0,0,0,0,0,2009,9.4,9.9,0,2,222,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2694,0,0,0,0,0,0,2009,9.4,9.9,0,1,203,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2695,0,0,0,0,0,0,2009,9.4,9.9,0,2,267,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2696,0,0,0,0,0,0,2009,9.4,9.9,0,1,248,35,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2697,0,0,0,0,0,0,2009,9.4,9.9,0,2,312,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2698,0,0,0,0,0,0,2009,9.4,9.9,0,1,291,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2699,0,0,0,0,0,0,2023,9.4,8.5,1,2,59,55,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2700,0,0,0,0,0,0,2023,9.4,8.5,1,3,64,55,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2701,0,0,0,0,0,0,2023,9.4,8.5,1,1,54,55,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2702,0,0,0,0,0,0,2006,8.3,9.3,0,2,42,15,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2703,0,0,0,0,0,0,2006,8.3,9.3,0,2,46,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2704,0,0,0,0,0,0,2006,8.3,9.3,0,3,49,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2705,0,0,0,0,0,0,2006,8.3,9.3,0,4,54,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2706,0,0,0,0,0,0,2006,8.3,9.3,0,1,43,16,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
2707,0,0,0,0,0,0,2015,9.1,9.3,2,2,113,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2708,0,0,0,0,0,0,2015,9.1,9.3,2,3,123,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2709,0,0,0,0,0,0,2015,9.1,9.3,2,4,133,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,2015,9.1,9.3,2,5,143,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2711,0,0,0,0,0,0,2015,9.1,9.3,2,6,153,61,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2712,0,0,0,0,0,0,2015,9.1,9.3,2,2,118,55,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2713,0,0,0,0,0,0,2015,9.1,9.3,2,3,128,55,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2714,0,0,0,0,0,0,2015,9.1,9.3,2,4,138,55,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2715,0,0,0,0,0,0,2015,9.1,9.3,2,5,148,55,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2716,0,0,0,0,0,0,2015,9.1,9.3,2,6,158,55,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2717,0,0,0,0,0,0,2015,9.1,9.3,2,2,123,98,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2718,0,0,0,0,0,0,2015,9.1,9.3,2,3,133,98,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2719,0,0,0,0,0,0,2015,9.1,9.3,2,4,143,98,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2720,0,0,0,0,0,0,2015,9.1,9.3,2,5,153,98,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2721,0,0,0,0,0,0,2015,9.1,9.3,2,6,163,98,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2722,0,0,0,0,0,0,2015,9.1,9.3,2,2,127,62,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2723,0,0,0,0,0,0,2015,9.1,9.3,2,3,137,62,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2724,0,0,0,0,0,0,2015,9.1,9.3,2,4,147,62,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2725,0,0,0,0,0,0,2015,9.1,9.3,2,5,157,62,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2726,0,0,0,0,0,0,2015,9.1,9.3,2,6,167,62,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2727,0,0,0,0,0,0,2015,9.1,9.3,2,5,162,100,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2728,0,0,0,0,0,0,2015,9.1,9.3,2,6,172,100,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2729,0,0,0,0,0,0,2015,9.1,9.3,2,7,182,100,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2730,0,0,0,0,0,0,2015,9.1,9.3,2,8,192,100,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2731,0,0,0,0,0,0,2015,8.7,9.7,0,1,20,35,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2732,0,0,0,0,0,0,2015,8.7,9.7,0,1,20,20,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2733,0,0,0,0,0,0,2015,8.7,9.7,0,1,22,16,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
